Type Typ
Description Beschreibung
surname	Nachname
Death_place	Sterbeort
patrono	Patron
UAort	Uraufführung
STERBEORT	Sterbeort
Birth_place	Geburtsort
Date_of_Birth Geburtsdatum
STERBEDATUM	Sterbedatum
GEBURTSORT	Geburtsort
GEBURTSDATUM	Geburtsdatum
KURZBESCHREIBUNG	Kurzbeschreibung
firstName 	Vorname
givenName 	Vorname
LAGE	Lage
Description Beschreibung
CHEF-TITEL	Position
Bürgermeistertitel	Position
Death_place	Sterbeort
Death_date	Sterbedatum
Birth_place	Geburtsort
Birth_date	Geburtsdatum
Longitude	Längengrad
Latitude	Breitengrad
Population	Bevölkerung
surname	Nachname
Elevation	Erhebung
birthplace	Geburtsort
countrycode	Ländercode
longitude	Längengrad
